Program ID,Source Filename,Screen Shot,Description,Last Update,Version,Author,Lines,Subroutines,Challenge
ZSF735-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\GetListOfStars02.sb,,Get List of Stars from Wikipedia,2016-07-01,0.2,Nonki Takahashi,438,Form StripTags ConvertText FindTag GetAttrAndText InitConstellation SelectConstellation OnButtonClicked OnMouseDown Controls_AddRadioButton Controls_GetRadioButtonCaption Controls_GetSelectedRadioButton Controls_RemoveRadioButton,
ZSF735-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\GetListOfStars03.sb,,Get List of Stars from Wikipedia,2016-08-20,0.3,Nonki Takahashi,440,Form StripTags ConvertText FindTag GetAttrAndText InitConstellation SelectConstellation OnButtonClicked OnMouseDown Controls_AddRadioButton Controls_GetRadioButtonCaption Controls_GetSelectedRadioButton Controls_RemoveRadioButton,
BVR189,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\KappaCygnid.sb,,Kappa Cygnid,,0.1,Nonki Takahshi,499,Init OnKeyDown DrawRA DrawDec DrawLine DrawStars DrawMeteorShower DrawCalendar Mapping InitStars Cal_Init Cal_DrawMonth Command_GetArgs SB_Workaround,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\KTG313.sb,,,,,,11,,
XVS469,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Leo01.sb,,Leo,2016-07-01,0.1,Nonki Takahashi,824,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars EdgeConvert DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
DRJ473,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Libra01.sb,,Libra,2016-07-01,0.1,Nonki Takahashi,750,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars EdgeConvert DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
FPK182,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Lyra01.sb,,Lyra / April  Lyrids,2017-04-17,0.1,Nonki Takahashi,1184,DrawDec DrawRA DrawCalendar DrawLine DrawMeteorShower DrawStars Init InitStars Mapping OnKeyDown Cal_Init Cal_DrawMonth Command_GetArgs Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Init Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\MagVis.sb,,等級 (magnitude) から視角を求める関数,,0.1,,64,Init PlotMag PlotGraph DrawGrid,
QMS609,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Orionid.sb,,Summer Triangle,,0.1,Nonki Takahshi,644,Init OnKeyDown DrawRA DrawDec DrawEcliptic DrawLine DrawStars DrawMeteorShower DrawCalendar Mapping InitStars Cal_Init Cal_DrawMonth Command_GetArgs SB_Workaround,
DRQ806,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Perseus01.sb,,Perseid Meteor Shower,2016-08-11,0.1,Nonki Takahashi,671,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
DNT872,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Pisces01.sb,,Pisces,2016-01-06,0.1b,Nonki Takahashi,229,GetMinMax InitStars DrawGrids RADec2XY,
DNT872-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Pisces02.sb,,Pisces,2016-03-13,0.2,Nonki Takahashi,555,GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
DNT872-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Pisces03.sb,,Pisces,2016-03-13,0.3,Nonki Takahashi,654,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
DJK403,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Sagittarius01.sb,,Sagittarius,2016-12-01,0.12,Nonki Takahashi,837,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
HXL694,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Scorpius01.sb,,Scorpius,2016-11-01,0.11,Nonki Takahashi,815,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
RSH103,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Serpens01.smallbasic,,Serpens,2013-01-03,0.1,Nonki Takahashi,168,DrawGrids RADec2XY InitStars Shapes_Init Shapes_Draw,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Shapes.sb,,Shapes,2016-07-01,2.2b,Nonki Takahashi,3415,CalcDetectBorder CalcPinchPos CalcVertexes DeleteSelectedShape DetectClickedObject DoMenu DoObject DoPinch DoShape DrawGrid DrawMenu DrawMenuItem DumpShape GenerateSB GenerateSVG ItemSelect MoveShape NormalizePos ReadShapes RegisterShapeData RegisterShapeMetrics RegisterShapeStyle ShapeSelect WaitToClick WaitToReleaseM WaitToReleaseR WaitToReleaseS WriteShapes New Color_ColorToRGB Color_HSLtoRGB Color_RGBtoHSL Color_Value CS_AddColorToPalette CS_AdjustSlider CS_DoObject CS_DoPalette CS_DoSlider CS_DrawColorRect CS_DrawPalette CS_GetColorFromSlider CS_Init CS_DumpSlider CS_InitPalette CS_RemovePalette CS_RemoveSliders CS_SearchClickedObject CS_SetColorToSlider CS_ShowNewColor CS_ShowPopup CS_OnButtonClicked Dialog_YesNo File_GetAbsPath File_RemoveDots File_RemoveEntry File_CloseDialog File_GetBasename File_Open File_OpenDialog File_Save File_OnButtonClicked File_OnTextTyped KB_FlushFIFO KB_InKey KB_Init KB_OnKeyDown KB_OnKeyUp Math_CartesianToPolar Math_Hex2Dec Mouse_Init Mouse_SetHandler Mouse_OnDown Mouse_DoNothing Mouse_OnMove Mouse_OnTick Mouse_OnUp Parse_Angle Parse_Defs Parse_Ellipse Parse_FindTag Parse_GetAttrAndText Parse_GetStyleAttr Parse_Header Parse_Line Parse_Points Parse_Polygon Parse_SetStyle Parse_SB Parse_SkipSpaceInTag Parse_Space Parse_SVG Parse_Rect Parse_Use DumpBuf Popup_Init SB_AppendSub SB_RotateWorkaround SB_Workaround Shapes_Init Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate Slider_Add Slider_CallBack Slider_GetLevel Slider_GetMouseLevel Slider_WaitToRelease Slider_Remove Slider_SetLevel,
MHL183,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\SizesOfStars.sb,,Sizes of Stars,,0.2,Nonki Takahashi,40,Init DrawStars,
HQD773,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\StarSign.smallbasic,,Star Sign,2014-12-18,(pilot),Nonki Takahashi,117,GetDate GetDays GetMonthAndDay Init WriteStarSign,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\SummerTriangle.sb,,Summer Triangle,,0.1,Nonki Takahshi,620,Init OnKeyDown DrawRA DrawDec DrawEcliptic DrawLine DrawStars Mapping InitStars SB_Workaround,
MGG529,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Taurus01.sb,,'' Taurus,2016-04-29,0.1,Nonki Takahashi,721,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
QBJ852,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\Vergo01.sb,,Vergo,2016-08-20,0.11,Nonki Takahashi,877,Cal_Init Cal_DrawMonth Command_GetArgs GetMinMax InitStars EdgeConvert DrawGrids RADec2XY Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Zodiac\VGC117.sb,,,,,,147,ccb sset mww shstarr,
LKB431,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Alien.sb,,Aliens,,0.1,,361,MoveEyes OnMouseMove Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Avatar01.sb,,2012/09/08 10:32:47 Generated,,,,235,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Avatar02.sb,,2012/09/18 Modified by Nonki Takahashi.,,,,113,Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Avatar03.sb,,initialize shapes,,,,129,Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\BeigeCar.sb,,2017-05-15 14:09:50 Shapes generated by Shapes 2.21b.,,,,303,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Car.sb,,2017-05-15 14:09:50 Shapes generated by Shapes 2.21b.,,,,303,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\ClipBoard.sb,,2012/09/10 12:52:43 Generated,,,,227,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
WTR742,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\CloseBat.sb,,Close Bat,,,,280,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\CrimsonCar.sb,,2017-05-15 14:09:50 Shapes generated by Shapes 2.21b.,,,,303,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\DonkeyKong.sb,,2014-03-13 13:40:50 Shapes generated by Shapes 1.6b.,,,,309,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Dropper.sb,,Dropper,,,Nonki Takahashi,122,DrawDropper RotateCenter2 Math_XYtoAngle,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Elephant02.sb,,Elephant,2012-09-18,0.2,Nonki Takahashi,251,ConvertElementToShape AddEllipseToElement AddRectangleToElement AddArcToElement MoveArc MoveElement DumpParam DumpElements,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Elephant021.sb,,2012/09/10 12:52:43 Generated,,,,381,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
GHT300,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\FireEngine01.sb,,Fire Engine,2013-04-03,0.1,Nonki Takahashi,314,OnTick Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Folder.sb,,2012/09/08 15:11:03 Generated,,,,208,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Frog.sb,,2012/09/15 16:50:54 Generated,,,,293,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\George.sb,,George in the Small Basic World,,,,352,DrawGround Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\GetShapesVBA.sb,,2015-01-09 18:01:15 Shapes generated by Shapes 2.02b.,,,,281,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Giraffe02.sb,,Giraffe,2012-09-19,0.2,Nonki Takahashi,134,Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Grape.sb,,Grape,,,,233,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
GDD325-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween02.sb,,Halloween,2014-10-28,0.2,Nonki Takahashi,470,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-1,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween03.sb,,Halloween,2014-10-28,0.3,Nonki Takahashi,470,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-2,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween031.sb,,Halloween,2014-10-29,0.31,Nonki Takahashi,477,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-3,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween032.sb,,Halloween,2014-10-29,0.32,Nonki Takahashi,480,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-4,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween033.sb,,Halloween,2014-10-29,0.33,Nonki Takahashi,480,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-5,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween034.sb,,Halloween,2014-10-29,0.34,Nonki Takahashi,482,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-6,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween035.sb,,Halloween,2014-10-29,0.35,Nonki Takahashi,485,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-7,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween036.sb,,Halloween,2014-10-29,0.36,Nonki Takahashi,485,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-8,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween04.sb,,Halloween,2014-10-29,0.4,Nonki Takahashi,491,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-9,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween09.sb,,Halloween,2014-10-29,0.9,Nonki Takahashi,498,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-10,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween10.sb,,Halloween,2014-10-29,1.0,Nonki Takahashi,498,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
GDD325-11,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Halloween11.sb,,Halloween,2014-10-30,1.1,Nonki Takahashi,509,DrawTree ShowBats UpdateBats OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
SFF730,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\HappyBirthday.sb,,Happy Birthday Small Basic!!,,,Nonki Takahashi,727,BirthdaySong AddTickerTape OnTick Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate FillLinearGradientRectangle DrawLine Color_PercentToRGB Color_ColorToRGB Math_Hex2Dec Colors_Init,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Hourse01.sb,,2014-01-02 21:25:42 Shapes generated by Shapes 1.6b.,,,,269,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\HRK412.sb,,2012/09/30 19:33:19 Generated  by Shapes   ; Takahashi Nonki  made,,1.31,,100,Shapes_Init Shapes_Add,
GDD325,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Jack.sb,,Jack-o'-lantern,2014-10-28,,Nonki Takahashi,465,DrawTree OnButtonClicked OnTick Shapes_Init_Jack Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Kadomatsu.sb,,2015-01-09 18:01:15 Shapes generated by Shapes 2.02b.,,,,312,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Lego.sb,,2014-02-23 20:00:32 Shapes generated by Shapes 1.6b.,,,,268,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Lion02.sb,,Lion,2012-09-19,0.2,Nonki Takahshi,153,DumpShapes Ellipse Rectangle Triangle Arc,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Lion021.sb,,Lion,2012-09-19,0.2,Nonki Takahshi,217,Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Mario.sb,,2014-03-13 16:00:56 Shapes generated by Shapes 1.6b.,,,,290,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Mario2.sb,,2014-03-13 16:45:06 Shapes generated by Shapes 1.6b.,,,,288,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
WXF823-0,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\MonarchButterfly02.sb,,Monarch Butterfly,2013-02-15,0.2,Nonki Takahashi,199,Shapes_Init Left_Init Right_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\MonarchButterfly10.sb,,Monarch Butterfly,,1.0,Nonki Takahashi,169,Shapes_Init Left_Init Right_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Neontetra.sb,,Neontetra,,,,248,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Neontetra02.sb,,Neontetra,,0.2,,265,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
XBB765,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\OpenBat.sb,,Open Bat,,,,280,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Panda02.sb,,Panda,2012-09-18,0.2,Nonki Takahashi,106,Add_Panda,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Panda021.sb,,Panda,2012-09-18,0.21,Nonki Takahashi,144,Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Peach.sb,,2014-03-13 22:35:01 Shapes generated by Shapes 1.6b.,,,,303,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
NML535,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\PirateShip.sb,,Pirate Ship,,0.1,Nonki Takahashi,401,Shapes_Init Math_CartesianToPolar SB_RotateWorkaround SB_Workaround Shapes_Add Shapes_CalcRotatePos Shapes_CalcWidthAndHeight Shapes_Move Shapes_Remove Shapes_Rotate,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\R2-D2.sb,,2012/10/17 20:44:16 Generated by Shapes,,1.42,,85,Shapes_Init Shapes_Add,
,C:\Users\Nonki\OneDrive\Documents\SmallBasic\Shapes\Art\Rabbit.sb,,Rabbit,2012-09-18,0.3,Nonki Takahashi,279,Shapes_Init Shapes_Add Shapes_CalcWidthAndHeight Shapes_CalcRotatePos Shapes_Move Shapes_Remove Shapes_Rotate Math_CartesianToPolar,
